,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
367,Muhammed Hasan Çelik,"Efficient Inference, Training, and Fine-tuning of Protein Language Models",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,"University of California, Irvine",33.64294685,-117.84016055716225,Orange County,Irvine,California,United States
368,Holger Hermanns,AI Act for the Working Programmer,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Saarland University,49.25428530000001,7.04150707562534,Regionalverband Saarbrücken,Saarbrücken,Saarland,Germany
369,Ellen L. Zippi,Efficient Source-Free Time-Series Adaptation via Parameter Subspace Disentanglement,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
370,Chidaksh Ravuru,Agentic Retrieval-Augmented Generation for Time Series Analysis,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Chapel Hill,35.9131542,-79.05578,Orange County,Chapel Hill,North Carolina,United States
371,Zexin Li,Mimonet: Multi-input multi-output on-device deep learning,Dlora: Distributed parameter-efficient fine-tuning solution for large language model,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
372,Jiale Cao,Parameter-Efficient Fine-Tuning for Continual Learning: A Neural Tangent Kernel Perspective,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Tianjin University,39.107253299999996,117.17789778037583,,Tianjin,Tianjin,China
373,Xianhao Chen,Mobile edge intelligence for large language models: A contemporary survey,Dlora: Distributed parameter-efficient fine-tuning solution for large language model,The University of Hong Kong,22.28269745,114.13845499995571,,Hong Kong Island,Hong Kong,China
374,Nael Abu-Ghazaleh,Mega evolving graph accelerator,CommonGraph: Graph Analytics on Evolving Data,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
375,Zongjie Li,API-guided Dataset Synthesis to Finetune Large Code Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,HKUST,22.3387645,114.2619042,,Sai Kung District,Hong Kong,China
376,Feijie Wu,Towards efficient heterogeneous multi-modal federated learning with hierarchical knowledge disentanglement,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
377,Weilin Cai,A survey on mixture of experts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The Hong Kong University of Science,22.42223395,114.21445372377877,,Sha Tin District,Hong Kong,China
378,Helen Xu," Dynamic Graphs, End-to-End: Containers, Frameworks, and Benchmarks",CommonGraph: Graph Analytics on Evolving Data,Georgia Institute of Technology,33.776094799999996,-84.3988076699857,Fulton County,Atlanta,Georgia,United States
379,Guanqiao Qu,Mobile edge intelligence for large language models: A contemporary survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The University of Hong Kong,22.28269745,114.13845499995571,,Hong Kong Island,Hong Kong,China
380,Yanwei Pang,Parameter-Efficient Fine-Tuning for Continual Learning: A Neural Tangent Kernel Perspective,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Tianjin University,39.107253299999996,117.17789778037583,,Tianjin,Tianjin,China
381,Yi Chang,BA-LoRA: Bias-Alleviating Low-Rank Adaptation to Mitigate Catastrophic Inheritance in Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Jilin University,43.880145999999996,125.30115101345075,,Changchun City,Jilin,China
382,Linxi YU,LoRA-GA: Low-Rank Adaptation with Gradient Approximation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,SEM,42.7534502,1.5241599259799994,Ariège,Val-de-Sos,Occitania,France
383,Chengying Huan,TeGraph+: Scalable Temporal Graph Processing Enabling Flexible Edge Modifications,CommonGraph: Graph Analytics on Evolving Data,Institute of Software,-1.037111,37.0763549,Thika Town,Thika Township ward,Kiambu,Kenya
384,Safwan Alfattani,XLM for Autonomous Driving Systems: A Comprehensive Review,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,King AbdulAziz University,21.49341465,39.24854487966037,,Jeddah,Makkah Region,Saudi Arabia
385,Yufei Li,Mimonet: Multi-input multi-output on-device deep learning,Dlora: Distributed parameter-efficient fine-tuning solution for large language model,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
386,Oleksii Kuchaiev,GPT vs RETRO: Exploring the Intersection of Retrieval and Parameter-Efficient Fine-Tuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,NVIDIA,45.5344957,-122.886274,Washington County,Hillsboro,Oregon,United States
387,Radu Timofte,The ninth NTIRE 2024 efficient super-resolution challenge report,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Computer Vision,23.0281188,89.4005223,Abhaynagar Upazila,,Khulna Division,Bangladesh
388,Jinjie Wei,Efficiency in Focus: LayerNorm as a Catalyst for Fine-tuning Medical Visual Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
389,Abdelrahman Kaseb,Team_Zero at StanceEval2024: Frozen PLMs for Arabic Stance Detection,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Faculty of Engineering,50.1292524,14.373634754863176,,Capital City of Prague,Prague,Czechia
390,Abbas Mazloumi,[BOOK][B] Distributed Evaluation of Batches of Iterative Graph Queries,CommonGraph: Graph Analytics on Evolving Data,Harvard University,42.365743249999994,-71.12221394207614,Suffolk County,Boston,Massachusetts,United States
391,Shuai Wang,API-guided Dataset Synthesis to Finetune Large Code Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The Hong Kong University of Science,22.42223395,114.21445372377877,,Sha Tin District,Hong Kong,China
392,Juyong Jiang,A survey on mixture of experts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The Hong Kong University of Science,22.42223395,114.21445372377877,,Sha Tin District,Hong Kong,China
393,Linlin You,Federated Knowledge Transfer Fine-tuning Large Server Model with Resource-Constrained IoT Clients,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Sun Yat-sen University,23.09960335,113.29235087324346,,Haizhu District,Guangdong Province,China
394,Zhengliang Liu,Evaluation of openai o1: Opportunities and challenges of agi,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Georgia,33.9404278,-83.37304904988295,Athens-Clarke County,Athens-Clarke County Unified Government,Georgia,United States
395,Parminder Bhatia,BIPEFT: Budget-Guided Iterative Search for Parameter Efficient Fine-Tuning of Large Pretrained Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,GE Healthcare,48.7672864,2.1252168887432394,Yvelines,,Ile-de-France,France
396,Kun Ding,A Survey of Low-shot Vision-Language Model Adaptation via Representer Theorem,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,CASIA,43.1566555,-6.9274217,,,Asturias,Spain
397,Cong Liu,Mimonet: Multi-input multi-output on-device deep learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of California Riverside,33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
398,Mahbod Afarin,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,MEGA Evolving Graph Accelerator,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
399,Tulika Mitra,InkStream: Real-time GNN Inference on Streaming Graphs via Incremental Update,CommonGraph: Graph Analytics on Evolving Data,National University of Singapore,1.2962018,103.77689765953073,,Singapore,,Singapore
400,Xiaoxi He,Mimonet: Multi-input multi-output on-device deep learning,CommonGraph: Graph Analytics on Evolving Data,University of Macau,22.1283648,113.543778397594,,Macau,Macau,China
401,Xinsheng Wang,StreamVoice+: Evolving into End-to-end Streaming Zero-shot Voice Conversion,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Xi'an Jiaotong University,31.2757194,120.7354788633219,,Suzhou Industrial Park,Jiangsu,China
402,Jian Weng,"[BOOK][B] Developing, Synthesizing, and Automating Domain-Specific Accelerators",CommonGraph: Graph Analytics on Evolving Data,King Abdullah University of Science,22.32237535,39.11738351837985,,Rabigh,Makkah Region,Saudi Arabia
403,Ali Anaissi,Fine-Tuning LLMs for Reliable Medical Question-Answering Services,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The University of Sydney,-33.88890725,151.18941110261173,,Sydney,New South Wales,Australia
404,Xiaojie Wang,Controlled Low-Rank Adaptation with Subspace Regularization for Continued Training on Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Beijing University of Posts,39.960201350000006,116.35193481845945,,Haidian District,Beijing,China
405,Swarat Chaudhuri,Prompt Tuning Strikes Back: Customizing Foundation Models with Low-Rank Prompt Adaptation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,UT Austin,30.284458,-97.7342106,Travis County,Austin,Texas,United States
406,Jing Tang,A survey on mixture of experts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The Hong Kong University of Science,22.42223395,114.21445372377877,,Sha Tin District,Hong Kong,China
407,Zhi-Qi Cheng,Combo: Co-speech holistic 3D human motion generation and efficient customizable adaptation in harmony,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Carnegie Mellon University,40.444189699999995,-79.94271918393466,Allegheny County,Pittsburgh,Pennsylvania,United States
408,James J Clarkson, Aion: Efficient Temporal Graph Data Management.,CommonGraph: Graph Analytics on Evolving Data,Royal Botanic Gardens Kew,51.478197449999996,-0.2968860852596966,,London,England,United Kingdom
409,Xiaoxi He,Mimonet: Multi-input multi-output on-device deep learning,MEGA Evolving Graph Accelerator,University of Macau,22.1283648,113.543778397594,,Macau,Macau,China
410,Mingcheng Li,Efficiency in Focus: LayerNorm as a Catalyst for Fine-tuning Medical Visual Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
411,Xingchen Wang,Towards efficient heterogeneous multi-modal federated learning with hierarchical knowledge disentanglement,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
412,Stefanie Jegelka,Learning on LoRAs: GL-Equivariant Processing of Low-Rank Weight Spaces for Large Finetuned Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,MIT,42.3582529,-71.0966272383055,Middlesex County,Cambridge,Massachusetts,United States
413,David Cox,: towards data-free Transferable Parameter Efficient Finetuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,AI Models,30.7976175,30.9966383,,,,Egypt
414,Tingfeng Hui,HFT: Half Fine-Tuning for Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Telecommunications,34.0853599,-118.31947947501324,Los Angeles County,Los Angeles,California,United States
415,Tony Nowatzki,Affinity Alloc: Taming Not-So Near-Data Computing,CommonGraph: Graph Analytics on Evolving Data,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
416,Abbas Mazloumi,Expressway: Prioritizing Edges for Distributed Evaluation of Graph Queries,CommonGraph: Graph Analytics on Evolving Data,Harvard University,42.365743249999994,-71.12221394207614,Suffolk County,Boston,Massachusetts,United States
417,Christopher Kanan,Overcoming the stability gap in continual learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Rochester,43.129864,-77.62878399245412,Monroe County,City of Rochester,New York,United States
418,Rajiv Gupta,Taming Misaligned Graph Traversals in Concurrent Graph Processing,CommonGraph: Graph Analytics on Evolving Data,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
419,Chengtao Lv,"A Survey of Low-bit Large Language Models: Basics, Systems, and Algorithms",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Beihang University,39.9809427,116.34097867654876,,Haidian District,Beijing,China
420,Chen Ling,HiReview: Hierarchical Taxonomy-Driven Automatic Literature Review Generation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Hangzhou Dianzi University,30.303313199999998,120.3741385339678,,Qiantang District,Zhejiang,China
421,Dan Wu,InkStream: Real-time GNN Inference on Streaming Graphs via Incremental Update,CommonGraph: Graph Analytics on Evolving Data,National University of Singapore,1.2962018,103.77689765953073,,Singapore,,Singapore
422,Laxman Dhulipala,BYO: A Unified Framework for Benchmarking Large-Scale Graph Containers,CommonGraph: Graph Analytics on Evolving Data,"University of Maryland, College Park",38.9784587,-76.9282678,Prince George's County,College Park,Maryland,United States
423,Bei Ouyang,Pluto and Charon: A Time and Memory Efficient Collaborative Edge AI Framework for Personal LLMs Fine-tuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Sun Yat-sen University,23.09960335,113.29235087324346,,Haizhu District,Guangdong Province,China
424,Huy Nguyen,Revisiting Prefix-tuning: Statistical Benefits of Reparameterization among Prompts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Texas at Austin,30.2851494,-97.73393515146053,Travis County,Austin,Texas,United States
425,Zhuoshu Li,Let the Expert Stick to His Last: Expert-Specialized Fine-Tuning for Sparse Architectural Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China
426,Zheng Chen,Enabling Window-Based Monotonic Graph Analytics with Reusable Transitional Results for Pattern-Consistent Queries,CommonGraph: Graph Analytics on Evolving Data,Renmin University of China,39.9695397,116.30712905005895,,Haidian District,Beijing,China
427,Sourav Banerjee,"Llms will always hallucinate, and we need to live with this",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Founder,15.5816804,32.5736628,,Khartoum,Khartoum State,Sudan
428,Shuai Wang,API-guided Dataset Synthesis to Finetune Large Code Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The Hong Kong University of Science and Technology,22.3358031,114.2659087549023,,Sai Kung District,Hong Kong,China
429,Zerui Wang,Efficient Training of Large Language Models on Distributed Infrastructures: A Survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
430,UNNIKRISHNAN CHERAMANGALATH,Meerkat: A Framework for Dynamic Graph Algorithms on GPUs,CommonGraph: Graph Analytics on Evolving Data,Indian Institute of Technology Palakkad,10.801865450000001,76.8185065,Palakkad,,Kerala,India
431,Samir Bourekkache,Generative artificial intelligence in education: Advancing adaptive and personalized learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,computer science department,50.116634399999995,8.650058830072377,,Frankfurt,Hesse,Germany
432,Pengrui Han,In-context learning may not elicit trustworthy reasoning: A-not-b errors in pretrained language models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Carleton College,44.47183535,-93.14145805901515,Dakota County,,Minnesota,United States
433,Sonish Sivarajkumar,Mitigating the Risk of Health Inequity Exacerbated by Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Pittsburgh,40.44415295,-79.96246095144505,Allegheny County,Pittsburgh,Pennsylvania,United States
434,Jie Zhou,Recent Advances of Foundation Language Models-based Continual Learning: A Survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
435,Xiaolin Jiang,[BOOK][B] Reuse Techniques for Efficiently Evaluating a Sequence of Iterative Graph Queries,CommonGraph: Graph Analytics on Evolving Data,UC Riverside,33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
436,Muhammed Hasan Çelik,"Efficient Inference, Training, and Fine-tuning of Protein Language Models",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
437,Mengyi Yan,Efficient Mixture of Experts based on Large Language Models for Low-Resource Data Preprocessing,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Beihang University,39.9809427,116.34097867654876,,Haidian District,Beijing,China
438,Zexin Li,: On-Device Real-Time Deep Reinforcement Learning for Autonomous Robotics,CommonGraph: Graph Analytics on Evolving Data,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
439,Xingyu Zheng,"A Survey of Low-bit Large Language Models: Basics, Systems, and Algorithms",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Beihang University,39.9809427,116.34097867654876,,Haidian District,Beijing,China
440,Fanxu Meng 孟繁续,Pissa: Principal singular values and singular vectors adaptation of large language models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Peking University,40.17336535,116.15722001868669,,Changping District,Beijing,China
441,Mahbod Afarin,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,CommonGraph: Graph Analytics on Evolving Data,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
442,Bohao Peng,Controlnext: Powerful and efficient control for image and video generation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The Chinese University of Hong Kong,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
443,Meilu Zhu,DEeR: Deviation Eliminating and Noise Regulating for Privacy-preserving Federated Low-rank Adaptation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,City University of Hong Kong,22.3400204,114.16971664362887,,Kowloon,Hong Kong,China
444,Xuanwen Ding,Recent Advances of Foundation Language Models-based Continual Learning: A Survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,East China Normal University,31.2284923,121.40211388976886,,Putuo District,Shanghai,China
445,Teng Hu,SaRA: High-Efficient Diffusion Model Fine-tuning with Progressive Sparse Low-Rank Adaptation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
446,Qin Chen,PI-Fed: Continual Federated Learning With Parameter-Level Importance Aggregation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,East China Normal University,31.2284923,121.40211388976886,,Putuo District,Shanghai,China
447,Yue Jiang,Efficiency in Focus: LayerNorm as a Catalyst for Fine-tuning Medical Visual Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
448,Muhammed Hasan Çelik,"Efficient Inference, Training, and Fine-tuning of Protein Language Models",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Irvine,33.6856969,-117.825981,Orange County,Irvine,California,United States
449,Hongyuan Yu 俞宏远,The ninth NTIRE 2024 efficient super-resolution challenge report,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,CASIA,43.1566555,-6.9274217,,,Asturias,Spain
450,Wei Shen (沈为),See further for parameter efficient fine-tuning by standing on the shoulders of decomposition,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
451,Yuelyu Ji,Mitigating the Risk of Health Inequity Exacerbated by Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Pittsburgh,40.44415295,-79.96246095144505,Allegheny County,Pittsburgh,Pennsylvania,United States
452,Antoine Simoulin,Memory-Efficient Fine-Tuning of Transformers via Token Selection,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Meta AI,43.464502249999995,-116.26928495037586,Ada County,,Idaho,United States
453,Zhendong Su,API-guided Dataset Synthesis to Finetune Large Code Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
454,Zhijia Zhao,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,CommonGraph: Graph Analytics on Evolving Data,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
455,Cong Liu,Mimonet: Multi-input multi-output on-device deep learning,MEGA Evolving Graph Accelerator,University of California Riverside,33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
456,Anurag Arnab,Towards Optimal Adapter Placement for Efficient Transfer Learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Oxford,51.75870755,-1.2556684826092037,Oxfordshire,Oxford,England,United Kingdom
457,Venkataramana Runkana,Agentic Retrieval-Augmented Generation for Time Series Analysis,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Research,-37.7066557,145.189067,,Melbourne,Victoria,Australia
458,Huanran Zheng,A Survey of Spatio-Temporal EEG data Analysis: from Models to Applications,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,East China Normal University,31.2284923,121.40211388976886,,Putuo District,Shanghai,China
459,Ngai Wong (Sam),Mixture-of-Subspaces in Low-Rank Adaptation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The University of Hong Kong,22.28269745,114.13845499995571,,Hong Kong Island,Hong Kong,China
460,Yifan Wang,Gradient-Mask Tuning Elevates the Upper Limits of LLM Performance,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
461,Changwon Kim, A Survey of Robot Intelligence with Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Pukyong National University,35.134272499999994,129.10524664913277,,Busan,,South Korea
